id,age,Sex,Occupation,Field,Working Hours,Package,Job Type,Company Type,Marital Status,Location,Cerifications,Education_level,Bonus,Allowances,OverTime Pay,Salary Per Month
1841,69,Male,Experienced,IT,8 Hr,5 LPA,Remote,Consultancy Firm,Married,City,AWS Certified Solutions Architect,Professional Certification,No Bonus,Multiple Allowances,₹300/hour,59000 Rs
1842,64,Female,Intermediate,Digital marketing,8 Hr,13 LPA,Remote,Scale-up (growing startup),Married,Metro,Microsoft Azure Fundamentals,Master's Degree,No Bonus,Housing Allowance,Compensatory Off (No extra pay),135000 Rs
1843,64,Male,Working professional,IT,10 Hr,13 LPA,Remote,Consultancy Firm,Single,Metro,CFA (Chartered Financial Analyst),Professional Certification,No Bonus,None,Compensatory Off (No extra pay),73000 Rs
1844,40,Female,Working professional,Digital marketing,5 Hr,9 LPA,Remote,Consultancy Firm,Divorced,City,CompTIA Security+,Bachelor's Degree,No Bonus,Medical Allowance,₹100/hour,119000 Rs
1845,32,Male,Working professional,Finance,1 Hr,30 LPA,Remote,Large Enterprise,Divorced,Rural,Microsoft Azure Fundamentals,Bachelor's Degree,"₹20,000 - ₹50,000",Multiple Allowances,₹200/hour,49000 Rs
1846,18,Male,Working professional,CA,4 Hr,5 LPA,Remote,Freelancing / Self-employed,Married,City,CompTIA Security+,High School,"₹5,000 - ₹20,000",Food Allowance,₹300/hour,119000 Rs
1847,49,Female,Fresher,Finance,9 Hr,24 LPA,Hybrid,Startup (early-stage),Divorced,Rural,CFA (Chartered Financial Analyst),Bachelor's Degree,"₹5,000 - ₹20,000",Company Car,No Overtime,91000 Rs
1848,39,Male,Experienced,CA,2 Hr,11 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Metro,Microsoft Azure Fundamentals,PhD,"₹20,000 - ₹50,000",Travel Allowance,No Overtime,39000 Rs
1849,58,Female,Experienced,Finance,2 Hr,8 LPA,Remote,Scale-up (growing startup),Single,Metro,Certified Data Scientist,Professional Certification,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,83000 Rs
1850,60,Male,Intermediate,CA,4 Hr,25 LPA,Remote,Large Enterprise,Divorced,Metro,CFA (Chartered Financial Analyst),High School,"₹5,000 - ₹20,000",Company Car,No Overtime,135000 Rs
1851,23,Male,Experienced,CA,1 Hr,5 LPA,Hybrid,Contract / Temporary Employment,Single,Rural,Oracle Certified Java Programmer,High School,"₹5,000 - ₹20,000",Medical Allowance,₹200/hour,95000 Rs
1852,55,Female,Fresher,Finance,8 Hr,28 LPA,Hybrid,Big MNC (Multinational Corporation),Divorced,Metro,Cisco CCNA,Diploma,No Bonus,None,₹300/hour,129000 Rs
1853,59,Female,Working professional,IT,2 Hr,25 LPA,Hybrid,Big MNC (Multinational Corporation),Divorced,Rural,Lean Six Sigma,PhD,No Bonus,Company Car,₹100/hour,43000 Rs
1854,58,Female,Intermediate,Digital marketing,8 Hr,26 LPA,Remote,Non-Profit / NGO,Divorced,Metro,Oracle Certified Java Programmer,High School,No Bonus,Medical Allowance,₹200/hour,49000 Rs
1855,51,Female,Experienced,CA,1 Hr,27 LPA,Hybrid,Non-Profit / NGO,Single,Rural,Oracle Certified Java Programmer,High School,No Bonus,Internet Allowance,₹300/hour,75000 Rs
1856,20,Female,Fresher,Finance,4 Hr,17 LPA,Full-Time,Government Organization,Divorced,Metro,Oracle Certified Java Programmer,Professional Certification,"₹5,000 - ₹20,000",Housing Allowance,₹100/hour,65000 Rs
1857,38,Female,Fresher,Finance,2 Hr,24 LPA,Hybrid,Small Business / Local Firm,Single,Rural,CompTIA Security+,Bachelor's Degree,No Bonus,Internet Allowance,₹300/hour,57000 Rs
1858,20,Male,Working professional,IT,4 Hr,29 LPA,Remote,Large Enterprise,Married,Metro,CompTIA Security+,Diploma,No Bonus,Housing Allowance,Compensatory Off (No extra pay),63000 Rs
1859,34,Female,Experienced,Digital marketing,10 Hr,5 LPA,Full-Time,Product-based Company,Divorced,City,Cisco CCNA,Professional Certification,No Bonus,Travel Allowance,₹100/hour,43000 Rs
1860,33,Female,Working professional,Digital marketing,2 Hr,26 LPA,Full-Time,Scale-up (growing startup),Married,Rural,Certified Data Scientist,High School,"₹20,000 - ₹50,000",Travel Allowance,Compensatory Off (No extra pay),71000 Rs
1861,26,Female,Intermediate,Finance,7 Hr,25 LPA,Hybrid,Outsourcing / Service-based Company,Divorced,City,CompTIA Security+,Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,61000 Rs
1862,30,Male,Fresher,IT,2 Hr,18 LPA,Full-Time,Non-Profit / NGO,Married,City,Microsoft Azure Fundamentals,High School,"₹5,000 - ₹20,000",Housing Allowance,No Overtime,141000 Rs
1863,62,Female,Experienced,IT,4 Hr,15 LPA,Remote,Government Organization,Single,City,Cisco CCNA,Diploma,No Bonus,Company Car,₹300/hour,99000 Rs
1864,46,Male,Fresher,CA,2 Hr,8 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Married,City,AWS Certified Solutions Architect,Professional Certification,No Bonus,None,Fixed Monthly Overtime Bonus,145000 Rs
1865,28,Male,Experienced,CA,5 Hr,14 LPA,Full-Time,Startup (early-stage),Single,Rural,Oracle Certified Java Programmer,PhD,"₹5,000 - ₹20,000",Food Allowance,No Overtime,27000 Rs
1866,32,Male,Intermediate,Finance,8 Hr,20 LPA,Remote,Scale-up (growing startup),Married,Rural,Google Cloud Professional Engineer,Professional Certification,"₹20,000 - ₹50,000",Medical Allowance,₹300/hour,143000 Rs
1867,57,Female,Working professional,Finance,8 Hr,20 LPA,Full-Time,Government Organization,Divorced,City,Google Cloud Professional Engineer,Diploma,"₹5,000 - ₹20,000",Medical Allowance,Fixed Monthly Overtime Bonus,35000 Rs
1868,63,Male,Intermediate,Finance,4 Hr,12 LPA,Remote,Scale-up (growing startup),Married,City,Certified Data Scientist,PhD,"₹20,000 - ₹50,000",Multiple Allowances,Compensatory Off (No extra pay),45000 Rs
1869,47,Male,Working professional,CA,7 Hr,10 LPA,Remote,Mid-sized Company,Married,Rural,AWS Certified Solutions Architect,PhD,"₹20,000 - ₹50,000",Travel Allowance,₹300/hour,75000 Rs
1870,66,Male,Experienced,CA,4 Hr,9 LPA,Remote,Big MNC (Multinational Corporation),Single,Rural,CFA (Chartered Financial Analyst),Diploma,"₹20,000 - ₹50,000",Company Car,₹200/hour,33000 Rs
1871,60,Female,Experienced,CA,6 Hr,9 LPA,Hybrid,Large Enterprise,Single,Rural,Lean Six Sigma,High School,No Bonus,Internet Allowance,₹100/hour,125000 Rs
1872,21,Male,Working professional,CA,9 Hr,18 LPA,Remote,Mid-sized Company,Single,Rural,Google Cloud Professional Engineer,PhD,"₹5,000 - ₹20,000",Internet Allowance,Compensatory Off (No extra pay),113000 Rs
1873,25,Male,Experienced,IT,7 Hr,22 LPA,Remote,Big MNC (Multinational Corporation),Divorced,Rural,Lean Six Sigma,Diploma,No Bonus,Housing Allowance,No Overtime,119000 Rs
1874,25,Female,Intermediate,Digital marketing,1 Hr,13 LPA,Full-Time,Mid-sized Company,Divorced,City,Lean Six Sigma,Bachelor's Degree,No Bonus,Company Car,No Overtime,145000 Rs
1875,34,Female,Intermediate,IT,7 Hr,21 LPA,Hybrid,Small Business / Local Firm,Divorced,City,AWS Certified Solutions Architect,Diploma,"₹5,000 - ₹20,000",Food Allowance,₹100/hour,103000 Rs
1876,23,Female,Experienced,Finance,4 Hr,30 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Metro,Oracle Certified Java Programmer,High School,"₹20,000 - ₹50,000",Medical Allowance,Compensatory Off (No extra pay),43000 Rs
1877,52,Female,Intermediate,CA,2 Hr,25 LPA,Full-Time,Product-based Company,Single,Metro,Lean Six Sigma,High School,No Bonus,Multiple Allowances,Compensatory Off (No extra pay),59000 Rs
1878,19,Male,Working professional,IT,4 Hr,13 LPA,Hybrid,Big MNC (Multinational Corporation),Married,City,Google Cloud Professional Engineer,Professional Certification,"₹20,000 - ₹50,000",Company Car,₹200/hour,133000 Rs
1879,70,Male,Experienced,Finance,4 Hr,25 LPA,Hybrid,Big MNC (Multinational Corporation),Married,Rural,Google Cloud Professional Engineer,Master's Degree,"₹20,000 - ₹50,000",Internet Allowance,₹200/hour,57000 Rs
1880,46,Female,Intermediate,Finance,4 Hr,25 LPA,Remote,Outsourcing / Service-based Company,Single,Rural,Microsoft Azure Fundamentals,Diploma,"₹20,000 - ₹50,000",Housing Allowance,₹200/hour,49000 Rs
1881,67,Female,Fresher,IT,1 Hr,10 LPA,Hybrid,Mid-sized Company,Married,Rural,Certified Data Scientist,PhD,No Bonus,Travel Allowance,Compensatory Off (No extra pay),85000 Rs
1882,21,Male,Experienced,Digital marketing,5 Hr,28 LPA,Full-Time,Freelancing / Self-employed,Single,City,Microsoft Azure Fundamentals,Diploma,"₹20,000 - ₹50,000",Housing Allowance,No Overtime,115000 Rs
1883,34,Male,Working professional,Digital marketing,7 Hr,5 LPA,Hybrid,Freelancing / Self-employed,Divorced,Rural,CFA (Chartered Financial Analyst),Diploma,No Bonus,Housing Allowance,₹200/hour,81000 Rs
1884,61,Male,Intermediate,IT,5 Hr,6 LPA,Hybrid,Government Organization,Divorced,Metro,PMP (Project Management Professional),Bachelor's Degree,"₹20,000 - ₹50,000",Medical Allowance,₹100/hour,31000 Rs
1885,38,Male,Fresher,Digital marketing,7 Hr,5 LPA,Remote,Large Enterprise,Divorced,Rural,PMP (Project Management Professional),Professional Certification,No Bonus,Company Car,Fixed Monthly Overtime Bonus,105000 Rs
1886,20,Male,Experienced,Finance,9 Hr,11 LPA,Hybrid,Product-based Company,Married,Metro,AWS Certified Solutions Architect,Professional Certification,"₹20,000 - ₹50,000",Medical Allowance,₹100/hour,135000 Rs
1887,21,Male,Experienced,CA,7 Hr,20 LPA,Full-Time,Contract / Temporary Employment,Single,City,Cisco CCNA,Professional Certification,No Bonus,Travel Allowance,Fixed Monthly Overtime Bonus,119000 Rs
1888,21,Male,Intermediate,CA,8 Hr,22 LPA,Hybrid,Mid-sized Company,Single,City,TensorFlow Developer Certificate,Bachelor's Degree,No Bonus,Medical Allowance,₹300/hour,125000 Rs
1889,36,Female,Working professional,CA,9 Hr,30 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,City,CFA (Chartered Financial Analyst),Professional Certification,"₹20,000 - ₹50,000",Medical Allowance,Compensatory Off (No extra pay),135000 Rs
1890,32,Female,Fresher,Finance,10 Hr,25 LPA,Hybrid,Government Organization,Married,Metro,Oracle Certified Java Programmer,Professional Certification,"₹20,000 - ₹50,000",Internet Allowance,₹100/hour,135000 Rs
1891,50,Male,Experienced,Finance,9 Hr,22 LPA,Remote,Mid-sized Company,Married,City,PMP (Project Management Professional),Bachelor's Degree,No Bonus,Housing Allowance,Fixed Monthly Overtime Bonus,55000 Rs
1892,38,Male,Working professional,Digital marketing,5 Hr,7 LPA,Hybrid,Government Organization,Married,Rural,TensorFlow Developer Certificate,High School,"₹5,000 - ₹20,000",Company Car,Fixed Monthly Overtime Bonus,123000 Rs
1893,27,Male,Working professional,IT,6 Hr,15 LPA,Hybrid,Small Business / Local Firm,Married,Rural,CFA (Chartered Financial Analyst),Bachelor's Degree,"₹5,000 - ₹20,000",Travel Allowance,Compensatory Off (No extra pay),145000 Rs
1894,51,Male,Fresher,CA,5 Hr,14 LPA,Full-Time,Startup (early-stage),Divorced,Metro,Certified Data Scientist,High School,"₹20,000 - ₹50,000",None,Fixed Monthly Overtime Bonus,37000 Rs
1895,25,Male,Fresher,Digital marketing,7 Hr,18 LPA,Hybrid,Non-Profit / NGO,Single,Metro,CFA (Chartered Financial Analyst),Professional Certification,"₹5,000 - ₹20,000",Housing Allowance,Fixed Monthly Overtime Bonus,137000 Rs
1896,51,Female,Intermediate,CA,8 Hr,21 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,Metro,Oracle Certified Java Programmer,High School,No Bonus,Food Allowance,Compensatory Off (No extra pay),131000 Rs
1897,36,Male,Experienced,Digital marketing,2 Hr,21 LPA,Full-Time,Consultancy Firm,Divorced,Metro,CFA (Chartered Financial Analyst),PhD,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,129000 Rs
1898,31,Male,Experienced,Finance,9 Hr,21 LPA,Remote,Product-based Company,Single,Rural,Oracle Certified Java Programmer,Professional Certification,"₹20,000 - ₹50,000",Medical Allowance,No Overtime,45000 Rs
1899,67,Male,Working professional,Digital marketing,10 Hr,17 LPA,Hybrid,Non-Profit / NGO,Divorced,City,TensorFlow Developer Certificate,High School,"₹5,000 - ₹20,000",Company Car,₹100/hour,71000 Rs
1900,53,Male,Intermediate,CA,3 Hr,23 LPA,Hybrid,Government Organization,Single,City,CFA (Chartered Financial Analyst),High School,"₹20,000 - ₹50,000",Multiple Allowances,₹300/hour,65000 Rs
1901,21,Male,Experienced,CA,6 Hr,24 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,CFA (Chartered Financial Analyst),Diploma,"₹5,000 - ₹20,000",Medical Allowance,No Overtime,55000 Rs
1902,68,Female,Working professional,IT,7 Hr,8 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Rural,PMP (Project Management Professional),Bachelor's Degree,"₹5,000 - ₹20,000",Housing Allowance,Compensatory Off (No extra pay),93000 Rs
1903,25,Female,Intermediate,Digital marketing,3 Hr,16 LPA,Hybrid,Government Organization,Married,City,Oracle Certified Java Programmer,PhD,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,111000 Rs
1904,68,Female,Intermediate,CA,2 Hr,18 LPA,Hybrid,Product-based Company,Married,Rural,Lean Six Sigma,Bachelor's Degree,"₹20,000 - ₹50,000",Multiple Allowances,No Overtime,99000 Rs
1905,50,Female,Experienced,Digital marketing,9 Hr,15 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,City,Oracle Certified Java Programmer,Professional Certification,No Bonus,Housing Allowance,₹300/hour,83000 Rs
1906,27,Female,Fresher,CA,7 Hr,13 LPA,Full-Time,Scale-up (growing startup),Married,Metro,Certified Data Scientist,PhD,"₹20,000 - ₹50,000",Medical Allowance,₹100/hour,77000 Rs
1907,32,Male,Intermediate,CA,1 Hr,21 LPA,Hybrid,Small Business / Local Firm,Single,City,PMP (Project Management Professional),Master's Degree,No Bonus,Internet Allowance,Compensatory Off (No extra pay),39000 Rs
1908,29,Female,Working professional,IT,3 Hr,22 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Metro,TensorFlow Developer Certificate,Bachelor's Degree,No Bonus,Food Allowance,₹100/hour,125000 Rs
1909,37,Male,Intermediate,IT,10 Hr,7 LPA,Full-Time,Scale-up (growing startup),Divorced,Rural,CFA (Chartered Financial Analyst),Professional Certification,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,141000 Rs
1910,53,Female,Fresher,Digital marketing,10 Hr,13 LPA,Hybrid,Large Enterprise,Married,Metro,Google Cloud Professional Engineer,Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,No Overtime,127000 Rs
1911,63,Male,Experienced,CA,4 Hr,19 LPA,Full-Time,Large Enterprise,Single,Metro,Certified Data Scientist,PhD,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,149000 Rs
1912,41,Male,Experienced,IT,2 Hr,20 LPA,Full-Time,Government Organization,Single,Rural,Cisco CCNA,Bachelor's Degree,No Bonus,Housing Allowance,Compensatory Off (No extra pay),25000 Rs
1913,57,Male,Fresher,IT,8 Hr,26 LPA,Full-Time,Big MNC (Multinational Corporation),Divorced,Metro,Lean Six Sigma,PhD,No Bonus,Company Car,₹200/hour,77000 Rs
1914,38,Female,Working professional,IT,6 Hr,8 LPA,Hybrid,Large Enterprise,Divorced,City,TensorFlow Developer Certificate,High School,No Bonus,Travel Allowance,Compensatory Off (No extra pay),55000 Rs
1915,46,Male,Working professional,Finance,9 Hr,20 LPA,Remote,Product-based Company,Single,City,CompTIA Security+,Bachelor's Degree,No Bonus,Travel Allowance,₹100/hour,109000 Rs
1916,18,Male,Working professional,Finance,2 Hr,9 LPA,Full-Time,Product-based Company,Married,City,Cisco CCNA,High School,No Bonus,Company Car,No Overtime,31000 Rs
1917,37,Female,Working professional,Digital marketing,9 Hr,29 LPA,Hybrid,Mid-sized Company,Divorced,City,Lean Six Sigma,Professional Certification,No Bonus,Company Car,₹200/hour,65000 Rs
1918,21,Female,Intermediate,Digital marketing,3 Hr,21 LPA,Full-Time,Product-based Company,Married,Metro,AWS Certified Solutions Architect,High School,"₹20,000 - ₹50,000",Food Allowance,₹100/hour,145000 Rs
1919,38,Male,Experienced,CA,9 Hr,11 LPA,Remote,Big MNC (Multinational Corporation),Divorced,Metro,TensorFlow Developer Certificate,High School,"₹5,000 - ₹20,000",Medical Allowance,No Overtime,59000 Rs
1920,56,Male,Experienced,Digital marketing,7 Hr,15 LPA,Remote,Government Organization,Divorced,Rural,Microsoft Azure Fundamentals,PhD,"₹5,000 - ₹20,000",Multiple Allowances,Compensatory Off (No extra pay),55000 Rs
1921,18,Female,Experienced,Finance,1 Hr,12 LPA,Hybrid,Government Organization,Divorced,City,Oracle Certified Java Programmer,High School,No Bonus,Housing Allowance,₹200/hour,31000 Rs
1922,53,Female,Working professional,CA,8 Hr,23 LPA,Full-Time,Scale-up (growing startup),Married,City,AWS Certified Solutions Architect,Master's Degree,"₹5,000 - ₹20,000",None,No Overtime,47000 Rs
1923,66,Male,Intermediate,CA,3 Hr,24 LPA,Full-Time,Mid-sized Company,Divorced,City,CFA (Chartered Financial Analyst),PhD,No Bonus,Travel Allowance,No Overtime,47000 Rs
1924,51,Male,Intermediate,Finance,5 Hr,6 LPA,Hybrid,Non-Profit / NGO,Single,Rural,Google Cloud Professional Engineer,High School,"₹20,000 - ₹50,000",Medical Allowance,₹300/hour,147000 Rs
1925,22,Female,Experienced,IT,5 Hr,22 LPA,Full-Time,Small Business / Local Firm,Divorced,Rural,CompTIA Security+,PhD,No Bonus,None,Compensatory Off (No extra pay),75000 Rs
1926,62,Female,Experienced,Digital marketing,6 Hr,25 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,Microsoft Azure Fundamentals,Bachelor's Degree,"₹5,000 - ₹20,000",Travel Allowance,₹200/hour,123000 Rs
1927,59,Female,Experienced,Digital marketing,2 Hr,20 LPA,Hybrid,Mid-sized Company,Divorced,Metro,AWS Certified Solutions Architect,Professional Certification,No Bonus,None,₹200/hour,101000 Rs
1928,33,Female,Fresher,Finance,4 Hr,6 LPA,Remote,Large Enterprise,Single,City,Microsoft Azure Fundamentals,Master's Degree,"₹20,000 - ₹50,000",Travel Allowance,₹200/hour,103000 Rs
1929,67,Female,Working professional,IT,4 Hr,15 LPA,Remote,Freelancing / Self-employed,Single,City,PMP (Project Management Professional),High School,No Bonus,Food Allowance,₹200/hour,59000 Rs
1930,47,Female,Intermediate,CA,10 Hr,30 LPA,Hybrid,Product-based Company,Single,Metro,PMP (Project Management Professional),PhD,"₹20,000 - ₹50,000",Company Car,₹100/hour,101000 Rs
1931,60,Female,Fresher,Digital marketing,9 Hr,9 LPA,Hybrid,Freelancing / Self-employed,Married,Rural,Google Cloud Professional Engineer,High School,No Bonus,Food Allowance,Compensatory Off (No extra pay),51000 Rs
1932,52,Male,Working professional,Finance,4 Hr,11 LPA,Hybrid,Contract / Temporary Employment,Single,Rural,Google Cloud Professional Engineer,Bachelor's Degree,"₹5,000 - ₹20,000",None,₹200/hour,133000 Rs
1933,38,Female,Working professional,CA,5 Hr,20 LPA,Remote,Freelancing / Self-employed,Married,Metro,PMP (Project Management Professional),Master's Degree,"₹20,000 - ₹50,000",Food Allowance,₹100/hour,115000 Rs
1934,57,Male,Fresher,CA,10 Hr,18 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,City,Cisco CCNA,High School,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,55000 Rs
